date,twse_close,tsmc_close,nasdaq_close,nvidia_close,sox_close
2023-09-11,16432.94921875,536.0,13917.8896484375,45.178001403808594,3569.22998046875
2023-09-12,16572.7109375,544.0,13773.6103515625,44.869998931884766,3541.090087890625
2023-09-13,16581.509765625,541.0,13813.58984375,45.48500061035156,3560.4599609375
2023-09-14,16807.560546875,550.0,13926.0498046875,45.58100128173828,3584.22998046875
2023-09-15,16920.919921875,558.0,13708.330078125,43.900001525878906,3476.389892578125
2023-09-18,16698.240234375,540.0,13710.240234375,43.96599960327149,3492.469970703125
2023-09-19,16636.3203125,538.0,13678.1904296875,43.52000045776367,3459.02001953125
2023-09-20,16534.75,535.0,13469.1298828125,42.23899841308594,3398.81005859375
2023-09-21,16316.669921875,527.0,13223.98046875,41.016998291015625,3338.85009765625
2023-09-22,16344.48046875,522.0,13211.8095703125,41.61000061035156,3365.2900390625
2023-09-25,16452.23046875,525.0,13271.3203125,42.22200012207031,3389.4599609375
2023-09-26,16276.0703125,519.0,13063.6103515625,41.9109992980957,3329.6201171875
2023-09-27,16310.3603515625,522.0,13092.849609375,42.46799850463867,3361.409912109375
2023-09-28,16353.740234375,523.0,13201.2802734375,43.0890007019043,3420.989990234375
2023-09-29,,,13219.3203125,43.499000549316406,3434.2900390625
2023-10-02,16557.310546875,533.0,13307.76953125,44.78200149536133,3448.85009765625
2023-10-03,16454.33984375,529.0,13059.4697265625,43.516998291015625,3376.580078125
2023-10-04,16273.3798828125,520.0,13236.009765625,44.04100036621094,3424.919921875
2023-10-05,16453.51953125,528.0,13219.830078125,44.6879997253418,3406.97998046875
2023-10-06,16520.5703125,532.0,13431.33984375,45.762001037597656,3475.2099609375
2023-10-09,,,13484.240234375,45.27299880981445,3467.35009765625
2023-10-10,,,13562.83984375,45.79800033569336,3512.070068359375
2023-10-11,16672.029296875,544.0,13659.6796875,46.805999755859375,3537.830078125
2023-10-12,16825.91015625,550.0,13574.2197265625,46.94499969482422,3548.6201171875
2023-10-13,16782.5703125,553.0,13407.23046875,45.46099853515625,3452.969970703125
2023-10-16,16652.240234375,545.0,13567.98046875,46.095001220703125,3502.510009765625
2023-10-17,16642.55078125,551.0,13533.75,43.9379997253418,3474.659912109375
2023-10-18,16440.91015625,540.0,13314.2998046875,42.19599914550781,3413.449951171875
2023-10-19,16452.73046875,546.0,13186.1796875,42.10100173950195,3367.77001953125
2023-10-20,16440.720703125,556.0,12983.8095703125,41.387001037597656,3316.139892578125
2023-10-23,16251.3603515625,544.0,13018.330078125,42.974998474121094,3298.5400390625
2023-10-24,16309.759765625,544.0,13139.8701171875,43.66299819946289,3343.93994140625
2023-10-25,16358.8896484375,544.0,12821.2197265625,41.77899932861328,3205.840087890625
2023-10-26,16073.740234375,531.0,12595.6103515625,40.32600021362305,3188.419921875
2023-10-27,16134.6103515625,533.0,12643.009765625,40.5,3227.090087890625
2023-10-30,16149.6796875,532.0,12789.48046875,41.1609992980957,3185.179931640625
2023-10-31,16001.26953125,529.0,12851.240234375,40.779998779296875,3215.889892578125
2023-11-01,16038.5595703125,528.0,13061.4697265625,42.32500076293945,3290.949951171875
2023-11-02,16396.94921875,547.0,13294.1904296875,43.50600051879883,3368.5400390625
2023-11-03,16507.650390625,549.0,13478.2802734375,45.005001068115234,3454.570068359375
2023-11-06,16649.359375,550.0,13518.7802734375,45.750999450683594,3444.889892578125
